date,time,size,version,os,country,ip_id
"2024-03-01","21:18:09",82731289,"4.3.3","win","CA",3997
"2024-03-01","21:17:27",82730269,"4.3.3","win","MX",3998
"2024-03-01","21:18:21",82730659,"4.3.3","win","BR",3999
"2024-03-01","21:18:24",34048420,"4.2.3","src","US",217
"2024-03-01","21:18:24",269198,"4.2.3","src","US",791
"2024-03-01","21:18:51",82638372,"4.3.3","win","US",1906
"2024-03-01","21:18:51",82733098,"4.3.3","win","US",4000
"2024-03-01","21:19:00",82730918,"4.3.3","win",NA,4
"2024-03-01","21:19:20",84210654,"4.3.3","osx","US",32
"2024-03-01","21:19:22",82731010,"4.3.3","win","CA",4001
"2024-03-01","21:19:27",327553,"4.2.3","src","US",4002
"2024-03-01","21:19:43",82731083,"4.3.3","win","US",4003
"2024-03-01","21:19:54",84210654,"4.3.3","osx","US",316
"2024-03-01","21:20:00",82730486,"4.3.3","win","US",4004
"2024-03-01","21:19:57",82638374,"4.3.3","win","US",4005
"2024-03-01","21:20:08",29763,"4.2.3","src","US",3009
"2024-03-01","21:20:03",82732757,"4.3.3","win","US",4006
"2024-03-01","21:20:13",82733501,"4.3.3","win",NA,4
"2024-03-01","21:20:14",82730735,"4.3.3","win",NA,4
"2024-03-01","21:20:18",84210655,"4.3.3","osx","US",268
"2024-03-01","21:20:31",82730498,"4.3.3","win","US",4007
"2024-03-01","21:20:40",23038106,"4.3.3","win","US",4008
"2024-03-01","00:30:00",86429692,"3.6.3","win","US",553
"2024-03-01","00:31:04",98117413,"4.3.2","osx","US",87
"2024-03-01","00:31:03",98117412,"4.3.2","osx","US",130
"2024-03-01","00:27:58",82687577,"4.3.2","win",NA,4
"2024-03-01","00:31:00",9456143,"4.3.2","win","CN",488
"2024-03-01","00:31:00",9456136,"4.3.2","win","CN",488
"2024-03-01","00:30:58",82686498,"4.3.2","win","US",4009
"2024-03-01","00:31:20",82687288,"4.3.2","win","JP",4010
"2024-03-01","00:31:16",98117414,"4.3.2","osx","US",278
"2024-03-01","00:31:19",98117414,"4.3.2","osx","US",81
"2024-03-01","00:31:07",82687412,"4.3.2","win",NA,4
"2024-03-01","00:31:17",98117415,"4.3.2","osx","US",1475
"2024-03-01","00:31:08",98117414,"4.3.2","osx","US",522
"2024-03-01","00:31:16",98117415,"4.3.2","osx","US",196
"2024-03-01","00:31:19",95839861,"4.3.2","osx","AU",4011
"2024-03-01","00:31:25",82686397,"4.3.2","win","CN",4012
"2024-03-01","00:31:33",82594004,"4.3.2","win","US",155
"2024-03-01","00:31:40",98117415,"4.3.2","osx","US",30
"2024-03-01","00:31:46",1059781,"4.3.2","win","US",4013
"2024-03-01","00:31:42",95839039,"4.3.2","osx","AU",4014
"2024-03-01","00:31:57",82594004,"4.3.2","win","US",4015
"2024-03-01","00:31:59",85938352,"devel","win","US",155
"2024-03-01","00:31:56",98117415,"4.3.2","osx","US",30
"2024-03-01","00:31:51",1050201,"4.3.2","osx","CN",4016
"2024-03-01","00:31:56",98227043,"4.3.2","osx","JP",4017
"2024-03-01","00:32:01",82685507,"4.3.2","win","NG",4018
"2024-03-01","00:32:06",95839401,"4.3.2","osx","US",3456
"2024-03-01","00:32:07",35027076,"4.1.3","src","EU",3059
"2024-03-01","00:32:05",34900523,"4.3.1","src","EU",3059
"2024-03-01","00:31:07",82686779,"4.3.2","win",NA,4
"2024-03-01","00:32:09",82686130,"4.3.2","win",NA,4
"2024-03-01","00:31:43",95841922,"4.3.2","osx","CA",4019
"2024-03-01","00:32:16",35901082,"4.3.3","src","US",4020
"2024-03-01","00:32:22",98117415,"4.3.2","osx","US",212
"2024-03-01","00:32:24",82685712,"4.3.2","win","AR",4021
"2024-03-01","00:32:28",98117414,"4.3.2","osx","US",1856
"2024-03-01","00:32:28",82686345,"4.3.2","win",NA,4
"2024-03-01","00:32:29",95837925,"4.3.2","osx","AU",4022
"2024-03-01","00:32:44",98117415,"4.3.2","osx","US",292
"2024-03-01","00:32:47",95842021,"4.3.2","osx","CA",4019
"2024-03-01","00:32:50",82687954,"4.3.2","win",NA,4
"2024-03-01","00:32:51",82594005,"4.3.2","win","US",479
"2024-03-01","00:32:51",82687136,"4.3.2","win",NA,4
"2024-03-01","00:32:45",82686651,"4.3.2","win","US",4020
"2024-03-01","00:32:58",87709237,"4.0.2","win","US",2105
"2024-03-01","00:32:48",82685149,"4.3.2","win","ID",4023
"2024-03-01","00:32:56",95839738,"4.3.2","osx","US",4024
"2024-03-01","00:33:06",98117415,"4.3.2","osx","US",684
"2024-03-01","00:33:06",82686416,"4.3.2","win",NA,4
"2024-03-01","00:33:02",82686057,"4.3.2","win","CO",4025
"2024-03-01","00:33:05",95839293,"4.3.2","osx","AU",4026
"2024-03-01","00:33:23",98117415,"4.3.2","osx","US",181
"2024-03-01","00:33:29",82594004,"4.3.2","win","US",546
"2024-03-01","00:32:54",98117415,"4.3.2","osx","US",521
"2024-03-01","00:33:29",82686228,"4.3.2","win","JP",4027
"2024-03-01","00:33:25",98229707,"4.3.2","osx","AU",4026
"2024-03-01","00:33:30",82686354,"4.3.2","win","AR",4028
"2024-03-01","00:33:43",1047551,"4.3.2","win","CN",4029
"2024-03-01","00:33:44",98117415,"4.3.2","osx","US",22
"2024-03-01","00:33:49",95839479,"4.3.2","osx","CA",4030
"2024-03-01","00:33:49",98117415,"4.3.2","osx","US",1276
"2024-03-01","00:33:54",82594004,"4.3.2","win","US",4031
"2024-03-01","00:33:50",82594005,"4.3.2","win","US",856
"2024-03-01","00:34:02",82594005,"4.3.2","win","US",1774
"2024-03-01","00:34:06",82686300,"4.3.2","win",NA,4
"2024-03-01","00:34:04",95839131,"4.3.2","osx","AU",4032
"2024-03-01","00:34:06",98227329,"4.3.2","osx","NZ",2599
"2024-03-01","00:34:26",82686497,"4.3.2","win","US",4033
"2024-03-01","00:33:35",11004660,"4.3.2","win","US",4034
"2024-03-01","00:34:27",82594005,"4.3.2","win","US",12
"2024-03-01","00:34:38",82594005,"4.3.2","win","US",4035
"2024-03-01","00:34:29",35901910,"4.3.3","src",NA,4
"2024-03-01","00:34:03",93051531,"4.2.3","osx",NA,4
"2024-03-01","00:34:47",98226329,"4.3.2","osx","AU",4036
"2024-03-01","00:34:57",3039948,"4.3.2","win","CN",4029
"2024-03-01","00:34:58",98117415,"4.3.2","osx","US",640
"2024-03-01","00:34:53",82684878,"4.3.2","win","AU",4037
"2024-03-01","00:35:05",31523125,"4.3.2","win","CN",4038
"2024-03-01","00:34:51",8414421,"4.3.2","win","CN",4039
"2024-03-01","00:34:16",82685074,"4.3.2","win","US",4040
"2024-03-01","00:35:09",35901699,"4.3.3","src",NA,4
"2024-03-01","00:35:11",82686390,"4.3.2","win",NA,4
"2024-03-01","00:35:06",95839373,"4.3.2","osx","US",4041
"2024-03-01","00:35:07",95838015,"4.3.2","osx","US",4041
"2024-03-01","00:35:16",95839633,"4.3.2","osx",NA,4
"2024-03-01","00:35:18",98230966,"4.3.2","osx","US",4041
"2024-03-01","00:35:19",98225674,"4.3.2","osx","US",4041
"2024-03-01","00:35:29",98226007,"4.3.2","osx","US",3142
"2024-03-01","00:35:34",82690535,"4.3.2","win","US",462
"2024-03-01","00:35:35",98117415,"4.3.2","osx","US",37
"2024-03-01","00:35:41",95842038,"4.3.2","osx","AU",4042
"2024-03-01","00:46:01",82594005,"4.3.2","win","US",4043
"2024-03-01","00:46:01",82685045,"4.3.2","win","AU",4044
"2024-03-01","00:44:18",98117416,"4.3.2","osx","US",1966
"2024-03-01","00:46:09",95839373,"4.3.2","osx","PH",4045
"2024-03-01","00:46:10",95839365,"4.3.2","osx","US",4046
"2024-03-01","00:46:13",82693337,"4.3.2","win",NA,4
"2024-03-01","00:46:18",95838699,"4.3.2","osx",NA,4
"2024-03-01","00:46:25",82594006,"4.3.2","win","US",374
"2024-03-01","00:46:04",95840508,"4.3.2","osx",NA,4
"2024-03-01","00:46:20",82688936,"4.3.2","win","AU",4047
"2024-03-01","00:46:26",95838546,"4.3.2","osx","AU",4048
"2024-03-01","00:46:34",98117415,"4.3.2","osx","US",475
"2024-03-01","00:46:36",82684877,"4.3.2","win","US",4049
"2024-03-01","00:46:42",82686741,"4.3.2","win","MX",4050
"2024-03-01","00:46:44",79837062,"4.2.3","win","US",851
"2024-03-01","00:46:44",82594006,"4.3.2","win","US",4051
"2024-03-01","00:46:45",85938353,"devel","win","US",4052
"2024-03-01","00:46:49",95843243,"4.3.2","osx","AU",444
"2024-03-01","00:47:00",90635522,"4.1.3","win","US",3996
"2024-03-01","00:47:09",98117415,"4.3.2","osx","US",177
"2024-03-01","00:47:01",82684894,"4.3.2","win","AU",4053
"2024-03-01","00:47:14",82685526,"4.3.2","win","US",4054
"2024-03-01","00:47:14",82686389,"4.3.2","win",NA,4
"2024-03-01","00:47:06",82686381,"4.3.2","win","NZ",4055
"2024-03-01","00:47:02",98227269,"4.3.2","osx",NA,4
"2024-03-01","00:47:31",82594005,"4.3.2","win","US",4056
"2024-03-01","00:47:27",95839923,"4.3.2","osx","CA",2759
"2024-03-01","00:47:36",82684824,"4.3.2","win","US",4049
"2024-03-01","00:47:40",82686444,"4.3.2","win","CN",4057
"2024-03-01","00:47:32",82685173,"4.3.2","win","US",4058
"2024-03-01","00:47:34",82685940,"4.3.2","win","AU",4059
"2024-03-01","00:48:02",95839443,"4.3.2","osx","US",4060
"2024-03-01","00:47:41",95839842,"4.3.2","osx","CO",4061
"2024-03-01","00:47:51",35901911,"4.3.3","src","US",4062
"2024-03-01","00:47:45",82686372,"4.3.2","win","US",4063
"2024-03-01","00:48:13",82685714,"4.3.2","win",NA,4
"2024-03-01","00:48:23",82686471,"4.3.2","win","US",4064
"2024-03-01","00:48:25",2690804,"4.3.2","win","US",4064
"2024-03-01","00:48:31",82685661,"4.3.2","win","US",4064
"2024-03-01","00:46:39",98117416,"4.3.2","osx","US",725
"2024-03-01","00:47:23",95838448,"4.3.2","osx","US",4065
"2024-03-01","00:48:38",98228021,"4.3.2","osx","US",4060
"2024-03-01","00:48:36",89503604,"4.1.0","win","US",4066
"2024-03-01","00:48:35",82693364,"4.3.2","win","MY",4067
"2024-03-01","00:47:56",98226698,"4.3.2","osx","US",4065
"2024-03-01","00:48:58",98117416,"4.3.2","osx","US",81
"2024-03-01","00:49:07",95839346,"4.3.2","osx",NA,4
"2024-03-01","00:48:58",82686363,"4.3.2","win","CO",4068
"2024-03-01","00:49:24",98117416,"4.3.2","osx","US",83
"2024-03-01","00:49:27",95839041,"4.3.2","osx","DE",4069
"2024-03-01","00:49:35",82686605,"4.3.2","win",NA,4
"2024-03-01","00:49:40",90737563,"4.1.3","win","RU",4070
"2024-03-01","00:49:40",82685858,"4.3.2","win","GB",4071
"2024-03-01","00:49:41",98117416,"4.3.2","osx","US",278
"2024-03-01","00:49:44",82594005,"4.3.2","win","US",2273
"2024-03-01","00:49:34",95838166,"4.3.2","osx","AU",4072
"2024-03-01","00:49:38",98226185,"4.3.2","osx","AU",4072
"2024-03-01","00:50:05",82684596,"4.3.2","win",NA,4
"2024-03-01","00:49:55",35080469,"4.3.2","src","SE",2347
"2024-03-01","00:50:11",82684851,"4.3.2","win",NA,4
"2024-03-01","00:50:18",98117416,"4.3.2","osx","US",81
"2024-03-01","00:50:33",82684734,"4.3.2","win","CR",4073
"2024-03-01","00:50:31",13285398,"4.3.2","win","CN",4074
"2024-03-01","00:50:33",98227876,"4.3.2","osx",NA,4
"2024-03-01","00:50:36",95842722,"4.3.2","osx",NA,4
"2024-03-01","00:50:41",95840102,"4.3.2","osx",NA,4
"2024-03-01","00:50:50",1055200,"4.3.2","win","CN",4075
"2024-03-01","00:50:52",98227848,"4.3.2","osx","US",4076
"2024-03-01","00:50:53",82686183,"4.3.2","win","US",4077
"2024-03-01","08:50:58",82730448,"4.3.3","win","SK",4078
"2024-03-01","08:51:11",82729928,"4.3.3","win","KR",4079
"2024-03-01","08:51:11",261290,"4.3.3","win","JP",4080
"2024-03-01","08:51:10",84210651,"4.3.3","osx","US",1856
"2024-03-01","08:51:12",82729254,"4.3.3","win","PL",4081
"2024-03-01","08:51:12",33308744,"3.6.3","src","US",4082
"2024-03-01","08:51:28",82730839,"4.3.3","win",NA,4
"2024-03-01","08:51:24",17056938,"4.3.3","win","JP",4080
"2024-03-01","08:51:39",35078879,"4.3.2","src","SE",2347
"2024-03-01","08:51:46",82730856,"4.3.3","win","CH",4083
"2024-03-01","08:51:46",34844,"4.3.3","src","CA",4084
"2024-03-01","08:51:42",82638373,"4.3.3","win","CZ",4085
"2024-03-01","08:51:40",95841903,"4.3.2","osx","AU",4086
"2024-03-01","08:51:48",82730073,"4.3.3","win","JP",4080
"2024-03-01","08:51:44",82729931,"4.3.3","win",NA,4
"2024-03-01","08:51:57",82731160,"4.3.3","win","CN",4087
"2024-03-01","08:52:00",82729344,"4.3.3","win","DE",4088
"2024-03-01","08:52:11",84210653,"4.3.3","osx","US",181
"2024-03-01","08:52:08",97057402,"4.3.1","osx","US",278
"2024-03-01","08:52:05",82730822,"4.3.3","win","IN",4089
"2024-03-01","08:52:18",97053532,"4.3.1","osx","US",507
"2024-03-01","08:52:07",97059993,"4.3.1","osx","US",104
"2024-03-01","08:52:19",84210651,"4.3.3","osx","US",1080
"2024-03-01","08:52:19",82730201,"4.3.3","win","DE",4090
"2024-03-01","08:52:17",82730298,"4.3.3","win","IN",4091
"2024-03-01","08:52:22",82638373,"4.3.3","win","US",4092
"2024-03-01","08:52:20",82638373,"4.3.3","win","US",4093
"2024-03-01","08:52:24",82638350,"4.3.3","win","PL",4094
"2024-03-01","08:52:20",82729165,"4.3.3","win","IT",3163
"2024-03-01","08:52:21",568,"4.3.3","win","HK",58
"2024-03-01","08:52:27",82731492,"4.3.3","win","US",4095
"2024-03-01","08:52:39",32687758,"4.3.3","win",NA,4
"2024-03-01","08:52:44",14641838,"4.3.3","win","AU",4096
"2024-03-01","08:52:48",95839185,"4.3.2","osx","BE",3487
"2024-03-01","08:52:56",98227571,"4.3.2","osx","AU",4097
"2024-03-01","08:52:34",82730803,"4.3.3","win","PH",4098
"2024-03-01","08:53:03",82729183,"4.3.3","win","GB",4099
"2024-03-01","08:53:13",82638373,"4.3.3","win","US",4100
"2024-03-01","08:53:26",84210655,"4.3.3","osx","US",1314
"2024-03-01","08:53:43",82730676,"4.3.3","win",NA,4
"2024-03-01","08:54:03",82730702,"4.3.3","win","DE",4101
"2024-03-01","08:54:25",39667102,"4.3.3","win","DE",2918
"2024-03-01","08:54:27",82730703,"4.3.3","win","BE",4102
"2024-03-01","08:54:37",82731008,"4.3.3","win","CN",4103
"2024-03-01","08:54:37",394,"4.3.3","win","CH",4104
"2024-03-01","08:54:37",82730471,"4.3.3","win",NA,4
"2024-03-01","08:54:38",82638373,"4.3.3","win","FR",4105
"2024-03-01","08:54:43",84210654,"4.3.3","osx","US",475
"2024-03-01","08:54:50",82730704,"4.3.3","win","IT",4106
"2024-03-01","08:54:04",82730065,"4.3.3","win",NA,4
"2024-03-01","08:54:51",82638373,"4.3.3","win","CN",4107
"2024-03-01","08:54:54",82638365,"4.3.3","win","US",854
"2024-03-01","08:54:56",82730569,"4.3.3","win","GB",4108
"2024-03-01","08:54:56",82638372,"4.3.3","win","CN",4109
"2024-03-01","08:54:49",84210654,"4.3.3","osx","US",153
"2024-03-01","08:54:51",82731093,"4.3.3","win","ES",4110
"2024-03-01","08:55:03",541,"4.3.3","win",NA,4
"2024-03-01","08:55:06",541,"4.3.3patched","win",NA,4
"2024-03-01","08:55:05",519811,"4.2.3","src","US",2323
"2024-03-01","08:55:18",95837780,"4.3.2","osx","BE",3487
"2024-03-01","08:55:13",84210654,"4.3.3","osx","US",3294
"2024-03-01","08:54:28",82731569,"4.3.3","win","UA",1376
"2024-03-01","08:55:24",43632,"4.3.3","win","US",4111
"2024-03-01","08:54:00",963760,"4.3.3","win",NA,4
"2024-03-01","08:55:24",82638373,"4.3.3","win","CH",4112
"2024-03-01","08:55:26",82730290,"4.3.3","win","SE",4113
"2024-03-01","08:55:29",82730794,"4.3.3","win","JP",3506
"2024-03-01","08:54:13",1002439,"4.3.3","win",NA,4
"2024-03-01","08:53:50",961506,"4.3.3","win",NA,4
"2024-03-01","08:55:31",82732514,"4.3.3","win","GB",4108
"2024-03-01","08:55:19",82729238,"4.3.3","win","TW",4114
"2024-03-01","08:55:29",82731909,"4.3.3","win","IN",4091
"2024-03-01","08:55:42",82730650,"4.3.3","win",NA,4
"2024-03-01","08:55:50",82097722,"4.3.1","win","US",1300
"2024-03-01","03:20:46",82685680,"4.3.2","win",NA,4
"2024-03-01","03:21:08",82686415,"4.3.2","win","CN",4115
"2024-03-01","03:21:12",626327,"4.2.3","src","US",366
"2024-03-01","03:21:13",82362110,"4.2.0","win","US",1660
"2024-03-01","03:21:14",34049553,"4.2.3","src","US",366
"2024-03-01","03:21:09",4199618,"4.3.2","osx","AU",4116
"2024-03-01","03:21:13",4200454,"4.3.2","osx","AU",4116
"2024-03-01","03:21:12",82686184,"4.3.2","win","AU",3417
"2024-03-01","03:21:13",95839212,"4.3.2","osx","AU",4117
"2024-03-01","03:21:22",82685725,"4.3.2","win","CN",4118
"2024-03-01","03:21:26",82594005,"4.3.2","win","US",2137
"2024-03-01","03:21:16",82686075,"4.3.2","win","AU",3403
"2024-03-01","03:21:21",95840346,"4.3.2","osx","AU",4116
"2024-03-01","03:21:28",82687812,"4.3.2","win","AU",4119
"2024-03-01","03:21:25",95839979,"4.3.2","osx","AU",4120
"2024-03-01","03:21:30",82686057,"4.3.2","win","US",19
"2024-03-01","03:21:40",95839523,"4.3.2","osx","US",4121
"2024-03-01","03:21:23",95839351,"4.3.2","osx","AU",4122
"2024-03-01","03:21:33",82692312,"4.3.2","win","NZ",4123
"2024-03-01","03:21:46",82686434,"4.3.2","win",NA,4
"2024-03-01","03:21:45",82686955,"4.3.2","win","CN",2005
"2024-03-01","03:21:52",98227534,"4.3.2","osx","US",4124
"2024-03-01","03:21:52",233048,"4.2.3","src","US",2323
"2024-03-01","03:21:52",95840445,"4.3.2","osx","CA",4125
"2024-03-01","03:22:13",98227385,"4.3.2","osx","JP",4126
"2024-03-01","03:22:18",15054787,"4.3.2","win",NA,4
"2024-03-01","03:22:19",82691078,"4.3.2","win",NA,4
"2024-03-01","03:22:18",82685003,"4.3.2","win","AU",4127
"2024-03-01","03:22:35",82615737,"4.2.1","win","US",1340
"2024-03-01","03:22:41",82594002,"4.3.2","win","US",71
"2024-03-01","03:22:46",95839194,"4.3.2","osx","US",4128
"2024-03-01","03:22:45",82686748,"4.3.2","win",NA,4
"2024-03-01","03:22:50",95839347,"4.3.2","osx","US",4129
"2024-03-01","03:22:38",82694091,"4.3.2","win","AU",4130
"2024-03-01","03:22:50",82594005,"4.3.2","win","US",2403
"2024-03-01","03:22:52",9193706,"4.3.2","win","CN",3422
"2024-03-01","03:23:06",82687290,"4.3.2","win","PH",4131
"2024-03-01","03:23:01",82685671,"4.3.2","win",NA,4
"2024-03-01","03:23:23",98117416,"4.3.2","osx","US",30
"2024-03-01","03:23:14",82686307,"4.3.2","win","PH",4132
"2024-03-01","03:23:26",95837672,"4.3.2","osx","US",4128
"2024-03-01","03:23:18",95838456,"4.3.2","osx","AU",4117
"2024-03-01","03:23:34",82686715,"4.3.2","win","ID",4133
"2024-03-01","03:23:33",503814,"4.3.2","win","CN",3422
"2024-03-01","03:23:58",95842050,"4.3.2","osx","FI",4134
"2024-03-01","03:23:53",391,"4.2.3","osx","US",386
"2024-03-01","03:24:01",95837574,"4.3.2","osx","HK",4135
"2024-03-01","03:23:53",327544,"4.2.3","osx","US",386
"2024-03-01","03:23:50",95841165,"4.3.2","osx","NZ",4136
"2024-03-01","03:24:01",82688325,"4.3.2","win","CO",4137
"2024-03-01","03:24:09",98117415,"4.3.2","osx","US",665
"2024-03-01","03:24:12",82686049,"4.3.2","win",NA,4
"2024-03-01","03:24:21",98227561,"4.3.2","osx","US",4128
"2024-03-01","03:24:28",95838473,"4.3.2","osx",NA,4
"2024-03-01","03:24:28",98229817,"4.3.2","osx","FI",4134
"2024-03-01","03:24:36",98228239,"4.3.2","osx","AU",4120
"2024-03-01","03:24:47",12604991,"4.3.2","win","CA",3405
"2024-03-01","03:24:49",98117416,"4.3.2","osx","US",149
"2024-03-01","03:24:49",98226764,"4.3.2","osx","AU",4138
"2024-03-01","03:24:54",82594002,"4.3.2","win","US",4139
"2024-03-01","03:25:05",82594002,"4.3.2","win","CN",4140
"2024-03-01","03:24:55",82685437,"4.3.2","win","JP",3582
"2024-03-01","03:25:04",9451678,"4.3.2","win",NA,4
"2024-03-01","03:25:13",82685843,"4.3.2","win","CA",4141
"2024-03-01","03:25:18",95841040,"4.3.2","osx",NA,4
"2024-03-01","03:25:21",95840939,"4.3.2","osx","US",4142
"2024-03-01","03:25:17",559,"4.3.3","src","HK",58
"2024-03-01","03:25:18",558,"4.3.3rc","win","HK",58
"2024-03-01","03:25:25",82687819,"4.3.2","win","CN",1543
"2024-03-01","03:25:18",565,"4.3.3rc","win","HK",58
"2024-03-01","03:25:18",565,"4.3.2","osx","HK",58
"2024-03-01","03:25:38",98117415,"4.3.2","osx","US",436
"2024-03-01","03:25:27",82686003,"4.3.2","win","US",4143
"2024-03-01","03:25:24",82688316,"4.3.2","win","HK",4144
"2024-03-01","03:25:51",82594005,"4.3.2","win","US",155
"2024-03-01","03:25:48",5263888,"4.3.2","win","CN",3409
"2024-03-01","16:36:00",82730039,"4.3.3","win","CL",70
"2024-03-01","16:35:57",95844967,"4.3.2","osx","HK",4145
"2024-03-01","16:36:15",82730102,"4.3.3","win","RO",4146
"2024-03-01","16:36:11",82733035,"4.3.3","win","BR",4147
"2024-03-01","16:36:19",84210654,"4.3.3","osx","US",181
"2024-03-01","16:36:26",84210654,"4.3.3","osx","US",181
"2024-03-01","16:36:33",82638372,"4.3.3","win","US",784
"2024-03-01","16:36:35",82730628,"4.3.3","win","HU",4148
"2024-03-01","16:36:26",91924169,"4.1.3","osx","US",742
"2024-03-01","16:36:31",85946668,"devel","win","US",606
"2024-03-01","16:36:38",455247,"4.2.3","src","US",680
"2024-03-01","16:36:37",82638369,"4.3.3","win","US",271
"2024-03-01","16:36:42",82730719,"4.3.3","win","IN",4149
"2024-03-01","16:36:49",82730794,"4.3.3","win","US",4150
"2024-03-01","16:37:04",95839769,"4.3.2","osx","US",4151
"2024-03-01","16:37:11",95838894,"4.3.2","osx","US",4152
"2024-03-01","16:36:47",82730747,"4.3.3","win",NA,4
"2024-03-01","16:37:23",82732152,"4.3.3","win","CA",4153
"2024-03-01","16:37:26",82638374,"4.3.3","win","FI",4154
"2024-03-01","16:37:33",82730515,"4.3.3","win",NA,4
"2024-03-01","16:37:30",84210654,"4.3.3","osx","US",1499
"2024-03-01","16:37:40",35027084,"4.1.3","src","US",2936
"2024-03-01","16:37:39",82730173,"4.3.3","win","PS",4155
"2024-03-01","16:37:18",82733456,"4.3.3","win",NA,4
"2024-03-01","16:37:45",82730613,"4.3.3","win","IN",4156
"2024-03-01","16:37:51",82638374,"4.3.3","win","IT",4157
"2024-03-01","16:38:02",84210654,"4.3.3","osx","US",275
"2024-03-01","16:37:54",2871522,"4.3.2","osx","CO",4158
"2024-03-01","16:37:57",82735980,"4.3.3","win","ZA",4159
"2024-03-01","16:38:01",82729919,"4.3.3","win","TW",4160
"2024-03-01","16:38:06",95839896,"4.3.2","osx","US",4161
"2024-03-01","16:37:27",82734700,"4.3.3","win","GB",4162
"2024-03-01","16:38:14",82730521,"4.3.3","win",NA,4
"2024-03-01","16:38:22",98231389,"4.3.2","osx","US",4163
"2024-03-01","16:38:26",98233251,"4.3.2","osx","US",4161
"2024-03-01","16:38:24",82730378,"4.3.3","win","PK",4164
"2024-03-01","16:38:38",98117417,"4.3.2","osx","US",875
"2024-03-01","16:38:32",82638374,"4.3.3","win","US",4051
"2024-03-01","16:38:39",98228956,"4.3.2","osx","US",4165
"2024-03-01","16:38:40",95837610,"4.3.2","osx","CO",4158
"2024-03-01","16:38:47",84210654,"4.3.3","osx","US",274
"2024-03-01","16:38:48",35861766,"4.3.3","src","US",4166
"2024-03-01","16:39:02",28238721,"4.3.3","win","JP",4167
"2024-03-01","16:39:08",84210655,"4.3.3","osx","US",39
"2024-03-01","16:39:05",82638374,"4.3.3","win","US",4168
"2024-03-01","16:39:13",95840497,"4.3.2","osx","US",4169
"2024-03-01","16:39:16",82729308,"4.3.3","win","BR",4147
"2024-03-01","16:39:20",84210654,"4.3.3","osx","US",316
"2024-03-01","16:39:24",82729931,"4.3.3","win","IL",4170
"2024-03-01","16:39:33",95839375,"4.3.2","osx",NA,4
"2024-03-01","16:39:39",23246508,"4.3.3","win","CL",70
"2024-03-01","16:39:48",82730891,"4.3.3","win","UA",4171
"2024-03-01","16:39:56",82731504,"4.3.3","win","US",4172
"2024-03-01","16:39:40",82730449,"4.3.3","win","EC",4173
"2024-03-01","16:39:20",82638374,"4.3.3","win","US",4174
"2024-03-01","16:39:51",82638374,"4.3.3","win","US",4175
"2024-03-01","16:40:13",82730065,"4.3.3","win",NA,4
"2024-03-01","16:40:07",82730612,"4.3.3","win",NA,4
"2024-03-01","16:40:11",82638370,"4.3.3","win",NA,4
"2024-03-01","16:39:58",68519512,"4.3.3","win","ZA",4176
"2024-03-01","16:40:16",84210654,"4.3.3","osx","US",27
"2024-03-01","16:40:23",82731108,"4.3.3","win",NA,4
"2024-03-01","16:40:21",82638374,"4.3.3","win","US",4177
"2024-03-01","16:40:33",82638370,"4.3.3","win","CA",4178
"2024-03-01","16:40:42",95839465,"4.3.2","osx","GB",4179
"2024-03-01","16:40:44",82732828,"4.3.3","win","US",4180
"2024-03-01","16:40:40",82729914,"4.3.3","win",NA,4
"2024-03-01","16:40:45",84210655,"4.3.3","osx","US",416
"2024-03-01","16:40:41",82730676,"4.3.3","win","US",4181
"2024-03-01","16:40:45",84210655,"4.3.3","osx","US",153
"2024-03-01","16:41:01",82730235,"4.3.3","win","CA",4182
"2024-03-01","16:40:45",82731001,"4.3.3","win","GB",4183
"2024-03-01","16:40:55",82733610,"4.3.3","win","US",4184
"2024-03-01","16:41:01",84210654,"4.3.3","osx","US",475
"2024-03-01","03:15:05",82687892,"4.3.2","win","EU",4185
"2024-03-01","03:16:02",95839469,"4.3.2","osx","KR",4186
"2024-03-01","03:16:20",82594006,"4.3.2","win","US",71
"2024-03-01","03:16:18",98117415,"4.3.2","osx","US",17
"2024-03-01","03:16:28",82685283,"4.3.2","win","PH",4187
"2024-03-01","03:16:21",82594005,"4.3.2","win","ID",4188
"2024-03-01","03:16:26",82686410,"4.3.2","win","AU",1168
"2024-03-01","03:16:50",82686749,"4.3.2","win",NA,4
"2024-03-01","03:16:53",4200105,"4.3.2","osx","AU",4189
"2024-03-01","03:17:01",82686344,"4.3.2","win",NA,4
"2024-03-01","03:17:11",82686407,"4.3.2","win",NA,4
"2024-03-01","03:16:59",4199383,"4.3.2","osx","AU",4189
"2024-03-01","03:17:00",82686245,"4.3.2","win","NZ",4190
"2024-03-01","03:17:06",95837537,"4.3.2","osx","AU",4189
"2024-03-01","03:17:28",82686229,"4.3.2","win","JP",4191
"2024-03-01","03:17:30",6299441,"4.3.3","src",NA,4
"2024-03-01","03:17:43",82594000,"4.3.2","win","US",4192
"2024-03-01","03:17:40",82686463,"4.3.2","win","CN",4193
"2024-03-01","03:17:47",35902312,"4.3.3","src","US",4194
"2024-03-01","03:17:46",419377,"4.2.3","src","US",4195
"2024-03-01","03:17:45",82691377,"4.3.2","win","MX",4196
"2024-03-01","03:17:43",26673178,"4.3.2","win",NA,4
"2024-03-01","03:18:03",7548977,"4.3.2","win","CN",1181
"2024-03-01","03:17:46",82687515,"4.3.2","win","CA",4197
