date,time,size,version,os,country,ip_id
"2024-03-01","17:24:20",1049170,"4.3.3","win","MX",1907
"2024-03-01","17:24:02",82638373,"4.3.3","win","US",1908
"2024-03-01","17:24:25",90461,"4.3.2","osx","US",537
"2024-03-01","17:24:25",387,"4.3.2","osx","US",537
"2024-03-01","17:24:28",98228636,"4.3.2","osx","US",537
"2024-03-01","17:24:26",82731055,"4.3.3","win","US",1909
"2024-03-01","17:24:26",82733763,"4.3.3","win","PL",1910
"2024-03-01","17:24:38",84210655,"4.3.3","osx","US",338
"2024-03-01","17:24:40",82730820,"4.3.3","win","US",1911
"2024-03-01","17:24:47",19253806,"4.3.2","osx","MX",1900
"2024-03-01","17:24:46",3128182,"4.3.3","win","ZA",1912
"2024-03-01","17:23:50",12605198,"4.3.3","win","CN",1913
"2024-03-01","17:23:41",82638368,"4.3.3","win","US",1914
"2024-03-01","17:24:58",82638372,"4.3.3","win","DE",1915
"2024-03-01","17:24:57",95839419,"4.3.2","osx","GB",1916
"2024-03-01","17:24:55",82732312,"4.3.3","win","CA",1917
"2024-03-01","17:24:51",82730911,"4.3.3","win","PH",1918
"2024-03-01","17:25:01",84210655,"4.3.3","osx","US",311
"2024-03-01","17:23:58",82729434,"4.3.3","win","CN",1913
"2024-03-01","17:24:55",82731434,"4.3.3","win",NA,4
"2024-03-01","17:25:13",390,"4.3.2","osx","CA",1919
"2024-03-01","17:25:13",348005,"4.3.2","osx","CA",1919
"2024-03-01","17:25:10",84210655,"4.3.3","osx","US",177
"2024-03-01","17:25:26",98228229,"4.3.2","osx","CA",1919
"2024-03-01","17:25:34",82732294,"4.3.3","win","ZA",1912
"2024-03-01","17:25:19",84210656,"4.3.3","osx","US",42
"2024-03-01","17:25:34",98229841,"4.3.2","osx","US",1097
"2024-03-01","17:25:39",82638372,"4.3.3","win","US",1920
"2024-03-01","17:25:45",95840011,"4.3.2","osx","US",1921
"2024-03-01","17:25:45",84210655,"4.3.3","osx","US",181
"2024-03-01","17:24:27",82638373,"4.3.3","win","US",469
"2024-03-01","17:25:57",82734547,"4.3.3","win","US",1817
"2024-03-01","09:45:58",95839164,"4.3.2","osx","CA",1922
"2024-03-01","09:46:03",1780832,"4.2.3","src","US",335
"2024-03-01","09:46:16",82638373,"4.3.3","win","CN",1923
"2024-03-01","09:46:15",82730236,"4.3.3","win","ES",1924
"2024-03-01","09:46:27",84210655,"4.3.3","osx","US",30
"2024-03-01","09:46:27",82638373,"4.3.3","win","US",644
"2024-03-01","09:46:32",82732207,"4.3.3","win",NA,4
"2024-03-01","09:46:31",95839140,"4.3.2","osx","JP",1925
"2024-03-01","09:46:34",95837376,"4.3.2","osx","IN",1926
"2024-03-01","09:46:36",84210655,"4.3.3","osx","US",11
"2024-03-01","09:46:39",98227474,"4.3.2","osx","PL",1927
"2024-03-01","09:46:42",84210655,"4.3.3","osx","US",328
"2024-03-01","09:47:00",84210655,"4.3.3","osx","US",507
"2024-03-01","09:46:59",67832407,"4.3.3","win","IT",350
"2024-03-01","09:47:07",82730989,"4.3.3","win","JP",1928
"2024-03-01","09:47:02",82731073,"4.3.3","win","EU",1929
"2024-03-01","09:47:11",649647,"4.2.3","src","US",1072
"2024-03-01","09:47:22",82731135,"4.3.3","win","US",368
"2024-03-01","09:47:30",84210655,"4.3.3","osx","US",105
"2024-03-01","09:47:26",82638341,"4.3.3","win","US",763
"2024-03-01","09:47:29",82730559,"4.3.3","win","VN",1930
"2024-03-01","09:47:29",258514,"devel","win","RU",1931
"2024-03-01","09:47:16",98226526,"4.3.2","osx",NA,4
"2024-03-01","09:47:29",82730936,"4.3.3","win","GB",1932
"2024-03-01","09:47:24",82731719,"4.3.3","win",NA,4
"2024-03-01","09:47:49",759505,"4.2.3","src","US",1933
"2024-03-01","09:47:42",70945352,"4.3.3","win","DE",1934
"2024-03-01","09:47:42",84210655,"4.3.3","osx","US",7
"2024-03-01","09:47:51",82638374,"4.3.3","win","US",271
"2024-03-01","09:47:53",82730300,"4.3.3","win","DZ",1935
"2024-03-01","09:48:10",82731610,"4.3.3","win","CN",1936
"2024-03-01","09:48:17",84210655,"4.3.3","osx","US",105
"2024-03-01","09:48:33",90635525,"4.1.3","win","US",1115
"2024-03-01","09:48:36",117912,"4.2.3","src","US",1937
"2024-03-01","09:48:28",82729931,"4.3.3","win","US",1938
"2024-03-01","09:48:33",82638373,"4.3.3","win","US",511
"2024-03-01","09:48:35",82638373,"4.3.3","win","US",546
"2024-03-01","09:48:36",86429693,"3.6.3","win","US",1939
"2024-03-01","09:48:29",82730063,"4.3.3","win","JP",1940
"2024-03-01","09:48:37",86429692,"3.6.3","win","US",852
"2024-03-01","09:48:41",84210655,"4.3.3","osx","US",278
"2024-03-01","09:48:44",228059,"devel","win","RU",1931
"2024-03-01","09:48:37",82732135,"4.3.3","win",NA,4
"2024-03-01","09:48:47",95838456,"4.3.2","osx",NA,4
"2024-03-01","09:48:36",90635524,"4.1.3","win","US",145
"2024-03-01","09:48:38",82638373,"4.3.3","win","US",16
"2024-03-01","09:48:45",82731973,"4.3.3","win","TR",1941
"2024-03-01","09:48:55",90635524,"4.1.3","win","US",133
"2024-03-01","09:48:53",82638374,"4.3.3","win","US",854
"2024-03-01","09:49:03",82730082,"4.3.3","win","PL",1942
"2024-03-01","09:48:57",82638374,"4.3.3","win","US",1943
"2024-03-01","09:48:08",82730199,"4.3.3","win","IN",1837
"2024-03-01","09:48:57",86429692,"3.6.3","win","US",159
"2024-03-01","09:49:04",82730597,"4.3.3","win","ES",1944
"2024-03-01","09:48:59",82731243,"4.3.3","win","GB",1945
"2024-03-01","09:49:06",82730784,"4.3.3","win","PL",1946
"2024-03-01","09:48:58",85946640,"devel","win","RU",1931
"2024-03-01","09:48:55",90635524,"4.1.3","win","US",486
"2024-03-01","09:48:57",86429692,"3.6.3","win","US",859
"2024-03-01","09:49:10",86429692,"3.6.3","win","US",1108
"2024-03-01","09:49:04",98227032,"4.3.2","osx","CH",1947
"2024-03-01","09:49:11",90635524,"4.1.3","win","US",1948
"2024-03-01","09:49:15",82638374,"4.3.3","win","US",1943
"2024-03-01","09:49:01",82731019,"4.3.3","win","PT",1949
"2024-03-01","09:49:19",82638374,"4.3.3","win","US",1950
"2024-03-01","09:49:15",82638373,"4.3.3","win","DE",1951
"2024-03-01","09:49:13",82729208,"4.3.3","win","IN",1952
"2024-03-01","09:49:18",84210655,"4.3.3","osx","US",101
"2024-03-01","09:49:24",84210655,"4.3.3","osx","US",973
"2024-03-01","09:49:13",82731181,"4.3.3","win","US",368
"2024-03-01","09:49:29",84210655,"4.3.3","osx","US",85
"2024-03-01","09:49:28",82686433,"4.3.2","win","ID",1953
"2024-03-01","09:49:22",82638374,"4.3.3","win","US",117
"2024-03-01","09:49:33",95838732,"4.3.2","osx","NL",1954
"2024-03-01","09:49:32",84210655,"4.3.3","osx","US",188
"2024-03-01","09:49:29",35901646,"4.3.3","src",NA,4
"2024-03-01","09:49:22",84210655,"4.3.3","osx","US",275
"2024-03-01","09:49:32",87664820,"4.0.0","win",NA,4
"2024-03-01","09:49:28",82730586,"4.3.3","win","LT",1955
"2024-03-01","09:49:31",82736121,"4.3.3","win","IN",1956
"2024-03-01","09:49:47",90635525,"4.1.3","win","US",1957
"2024-03-01","09:49:54",84210655,"4.3.3","osx","US",278
"2024-03-01","09:49:55",4625396,"4.3.2","win","ID",1958
"2024-03-01","09:49:52",84210655,"4.3.3","osx","US",427
"2024-03-01","09:50:05",82730840,"4.3.3","win",NA,4
"2024-03-01","09:50:01",82729345,"4.3.3","win","CN",1959
"2024-03-01","09:50:19",82740739,"4.3.3","win","FR",1960
"2024-03-01","09:50:09",82731683,"4.3.3","win",NA,4
"2024-03-01","09:49:24",93053493,"4.2.3","osx",NA,4
"2024-03-01","09:50:24",35901289,"4.3.3","src","CN",1961
"2024-03-01","09:50:20",90635525,"4.1.3","win","US",117
"2024-03-01","09:50:23",82638369,"4.3.3","win","US",877
"2024-03-01","09:50:22",86429694,"3.6.3","win","US",855
"2024-03-01","09:50:26",82729918,"4.3.3","win",NA,4
"2024-03-01","09:50:40",82731082,"4.3.3","win","ES",1962
"2024-03-01","09:50:41",86429690,"3.6.3","win","US",1583
"2024-03-01","09:50:47",82638374,"4.3.3","win","US",602
"2024-03-01","09:50:03",95838950,"4.3.2","osx",NA,4
"2024-03-01","09:50:55",82731387,"4.3.3","win","ES",1963
"2024-03-01","09:50:51",90635525,"4.1.3","win","US",1964
"2024-03-01","09:50:55",84210655,"4.3.3","osx","US",177
"2024-03-01","09:50:58",82729801,"4.3.3","win","JP",1940
"2024-03-01","09:50:57",90635525,"4.1.3","win","US",465
"2024-03-01","09:51:01",82731107,"4.3.3","win","US",1965
"2024-03-01","09:50:53",84210655,"4.3.3","osx","US",35
"2024-03-01","23:35:35",84210654,"4.3.3","osx","US",1080
"2024-03-01","23:36:25",82638374,"4.3.3","win","US",215
"2024-03-01","23:36:27",82729443,"4.3.3","win",NA,4
"2024-03-01","23:36:36",95838974,"4.3.2","osx",NA,4
"2024-03-01","23:36:57",84210654,"4.3.3","osx","US",83
"2024-03-01","23:36:56",95839833,"4.3.2","osx",NA,4
"2024-03-01","23:37:06",84210655,"4.3.3","osx","US",1966
"2024-03-01","23:37:15",84210654,"4.3.3","osx","US",684
"2024-03-01","23:37:19",82638373,"4.3.3","win","US",1055
"2024-03-01","23:37:18",34025866,"4.2.2","src","EU",1967
"2024-03-01","23:37:17",77845,"4.2.2","src","EU",1967
"2024-03-01","23:37:19",82729058,"4.3.3","win","AU",544
"2024-03-01","23:37:33",84210656,"4.3.3","osx","US",438
"2024-03-01","23:37:40",9156811,"4.3.3","win","CO",1968
"2024-03-01","23:37:40",4174711,"4.3.3","win","CO",1968
"2024-03-01","23:37:35",82731811,"4.3.3","win",NA,4
"2024-03-01","23:37:56",84210654,"4.3.3","osx","US",1856
"2024-03-01","23:37:52",82730836,"4.3.3","win","ID",1969
"2024-03-01","23:37:59",16876095,"4.3.3","win","ES",542
"2024-03-01","23:38:15",154683,"4.3.3","osx","US",1970
"2024-03-01","23:38:13",602366,"release","osx","US",1971
"2024-03-01","23:38:33",82730804,"4.3.3","win","CO",1972
"2024-03-01","23:38:17",212649,"4.3.0","osx","US",1970
"2024-03-01","23:37:10",82730385,"4.3.3","win","US",1973
"2024-03-01","23:38:44",178351,"4.3.3","osx","US",1971
"2024-03-01","23:38:48",107604,"4.2.0","osx","US",1971
"2024-03-01","23:38:48",106902,"4.2.1","osx","US",1971
"2024-03-01","23:38:45",1008051,"4.3.0","osx","US",1971
"2024-03-01","23:38:52",260215,"4.1.1","osx","US",1974
"2024-03-01","23:38:54",140908,"4.1.0","osx","US",1974
"2024-03-01","23:38:50",157383,"4.1.2","osx","US",1971
"2024-03-01","23:38:47",107604,"4.2.3","osx","US",1974
"2024-03-01","23:38:54",82730317,"4.3.3","win",NA,4
"2024-03-01","23:38:50",1006981,"4.1.3","osx","US",1970
"2024-03-01","23:38:55",107604,"release","osx","US",1970
"2024-03-01","23:39:09",95840119,"4.3.2","osx","GB",1975
"2024-03-01","23:39:29",82730054,"4.3.3","win","AU",1976
"2024-03-01","23:39:55",82729121,"4.3.3","win","AR",1977
"2024-03-01","23:39:56",82730793,"4.3.3","win","US",1978
"2024-03-01","23:39:57",84210656,"4.3.3","osx","US",30
"2024-03-01","23:40:17",82730973,"4.3.3","win",NA,4
"2024-03-01","23:40:18",82730749,"4.3.3","win","CO",1979
"2024-03-01","23:40:33",82638374,"4.3.3","win","US",1753
"2024-03-01","23:40:45",82730776,"4.3.3","win","CR",1980
"2024-03-01","23:40:20",82730335,"4.3.3","win","CL",1981
"2024-03-01","23:40:48",95838503,"4.3.2","osx","CA",538
"2024-03-01","23:40:51",84210654,"4.3.3","osx","US",146
"2024-03-01","23:40:50",82730551,"4.3.3","win","US",1982
"2024-03-01","23:40:23",5346676,"4.3.3","win","US",1254
"2024-03-01","23:40:52",82733826,"4.3.3","win","RU",1983
"2024-03-01","23:40:50",95840671,"4.3.2","osx",NA,4
"2024-03-01","13:00:00",82730803,"4.3.3","win","CN",1984
"2024-03-01","13:00:08",393,"4.3.3","win","IT",1721
"2024-03-01","13:00:09",393,"4.3.3","win","IT",1721
"2024-03-01","13:00:10",393,"4.3.3","win","IT",1721
"2024-03-01","13:00:11",393,"4.3.3","win","IT",1721
"2024-03-01","13:00:11",394,"4.3.3","win","IT",1721
"2024-03-01","13:00:12",393,"4.3.3","win","IT",1721
"2024-03-01","13:00:12",393,"4.3.3","win","IT",1721
"2024-03-01","13:00:13",392,"4.3.3","win","IT",1721
"2024-03-01","13:00:13",392,"4.3.3","win","IT",1721
"2024-03-01","13:00:14",394,"4.3.3","win","IT",1721
"2024-03-01","13:00:14",392,"4.3.3","win","IT",1721
"2024-03-01","13:00:14",394,"4.3.3","win","IT",1721
"2024-03-01","13:00:14",82729570,"4.3.3","win","DZ",1985
"2024-03-01","13:00:19",82731739,"4.3.3","win","DE",1986
"2024-03-01","13:00:21",394,"4.3.3","win","IT",1721
"2024-03-01","13:00:21",394,"4.3.3","win","IT",1721
"2024-03-01","13:00:22",393,"4.3.3","win","IT",1721
"2024-03-01","13:00:22",392,"4.3.3","win","IT",1721
"2024-03-01","13:00:23",394,"4.3.3","win","IT",1721
"2024-03-01","13:00:23",393,"4.3.3","win","IT",1721
"2024-03-01","13:00:24",394,"4.3.3","win","IT",1721
"2024-03-01","13:00:24",393,"4.3.3","win","IT",1721
"2024-03-01","13:00:20",394,"4.3.3","win","IT",1721
"2024-03-01","13:00:20",394,"4.3.3","win","IT",1721
"2024-03-01","13:00:20",394,"4.3.3","win","IT",1721
"2024-03-01","13:00:36",82638373,"4.3.3","win","US",1346
"2024-03-01","13:00:38",1061399,"4.3.3","win","CN",1987
"2024-03-01","13:00:32",568,"4.3.3","win","HK",58
"2024-03-01","13:00:40",18282616,"4.3.3","win","CN",1987
"2024-03-01","13:00:30",393,"4.3.3","win","IT",1721
"2024-03-01","13:00:34",82730867,"4.3.3","win","CH",1988
"2024-03-01","13:00:28",26590901,"4.3.3","win","US",1989
"2024-03-01","13:00:33",82638374,"4.3.3","win","US",1990
"2024-03-01","13:00:41",84210655,"4.3.3","osx","US",883
"2024-03-01","13:00:47",82638373,"4.3.3","win","US",863
"2024-03-01","13:00:43",82638374,"4.3.3","win","US",469
"2024-03-01","13:00:43",82729192,"4.3.3","win","RS",1991
"2024-03-01","13:00:52",84210654,"4.3.3","osx","US",85
"2024-03-01","03:40:58",95839384,"4.3.2","osx",NA,4
"2024-03-01","03:41:03",25112828,"4.3.3","src","TW",1992
"2024-03-01","03:41:18",82691466,"4.3.2","win","TR",1993
"2024-03-01","03:41:30",82686621,"4.3.2","win",NA,4
"2024-03-01","03:41:16",82685830,"4.3.2","win","JP",1994
"2024-03-01","03:41:41",82685822,"4.3.2","win","US",1995
"2024-03-01","03:41:46",82594004,"4.3.2","win","US",1996
"2024-03-01","03:41:44",82684775,"4.3.2","win","NZ",1997
"2024-03-01","03:41:56",98970,"4.2.2","src","US",1998
"2024-03-01","03:41:57",82594004,"4.3.2","win","US",1236
"2024-03-01","03:42:00",82686391,"4.3.2","win","SG",1999
"2024-03-01","03:41:58",34025606,"4.2.2","src","US",1998
"2024-03-01","03:42:07",98117412,"4.3.2","osx","US",907
"2024-03-01","03:42:06",82691049,"4.3.2","win",NA,4
"2024-03-01","03:41:52",95840904,"4.3.2","osx",NA,4
"2024-03-01","03:42:16",82686722,"4.3.2","win","US",2000
"2024-03-01","03:42:17",82594005,"4.3.2","win","CN",1134
"2024-03-01","03:42:16",82688316,"4.3.2","win",NA,4
"2024-03-01","03:42:31",46943437,"4.3.2","win","CN",2001
"2024-03-01","03:42:34",82594005,"4.3.2","win","CN",2002
"2024-03-01","03:42:50",98117414,"4.3.2","osx","US",338
"2024-03-01","03:42:47",98117415,"4.3.2","osx","US",1755
"2024-03-01","03:43:01",98231317,"4.3.2","osx","US",2003
"2024-03-01","03:42:50",82686056,"4.3.2","win","JP",1307
"2024-03-01","03:43:01",98117414,"4.3.2","osx","US",105
"2024-03-01","03:42:55",95844572,"4.3.2","osx",NA,4
"2024-03-01","03:43:06",82594005,"4.3.2","win","US",661
"2024-03-01","03:43:06",82594005,"4.3.2","win","ID",2004
"2024-03-01","03:43:33",95839518,"4.3.2","osx",NA,4
"2024-03-01","03:43:20",25218910,"4.3.2","win","CN",2005
"2024-03-01","03:43:34",98117414,"4.3.2","osx","US",844
"2024-03-01","03:43:42",82687651,"4.3.2","win","US",19
"2024-03-01","03:43:46",98117415,"4.3.2","osx","US",34
"2024-03-01","03:43:47",82594005,"4.3.2","win","CN",2001
"2024-03-01","03:43:38",82686219,"4.3.2","win","CN",2006
"2024-03-01","03:43:48",82685338,"4.3.2","win","IN",1128
"2024-03-01","03:44:02",82686425,"4.3.2","win","IN",2007
"2024-03-01","03:44:09",98117415,"4.3.2","osx","US",844
"2024-03-01","03:44:04",82688128,"4.3.2","win","CN",2008
"2024-03-01","03:44:08",82686363,"4.3.2","win",NA,4
"2024-03-01","03:44:09",82684771,"4.3.2","win","VN",418
"2024-03-01","03:44:17",95837331,"4.3.2","osx","AU",1125
"2024-03-01","03:44:06",82685625,"4.3.2","win","JP",2009
"2024-03-01","03:44:42",82594005,"4.3.2","win","US",319
"2024-03-01","03:44:55",95839499,"4.3.2","osx",NA,4
"2024-03-01","03:45:11",82686489,"4.3.2","win",NA,4
"2024-03-01","03:45:01",804098,"4.3.2","win","KE",2010
"2024-03-01","03:45:14",98117415,"4.3.2","osx","US",654
"2024-03-01","03:45:32",95839136,"4.3.2","osx","CN",2011
"2024-03-01","03:45:38",98117415,"4.3.2","osx","US",83
"2024-03-01","03:45:35",82687398,"4.3.2","win","IN",1128
"2024-03-01","03:45:46",1063686,"4.3.2","win","CN",2005
"2024-03-01","03:45:53",82684851,"4.3.2","win","CN",2005
"2024-03-01","12:09:51",93949514,"4.2.0","osx","US",22
"2024-03-01","12:11:06",95838635,"4.3.2","osx","GB",2012
"2024-03-01","12:11:15",82729622,"4.3.3","win","TR",2013
"2024-03-01","12:11:16",82731768,"4.3.3","win","PH",2014
"2024-03-01","12:11:19",35901810,"4.3.3","src",NA,4
"2024-03-01","12:11:21",84210656,"4.3.3","osx","US",875
"2024-03-01","12:11:28",95837718,"4.3.2","osx","US",2015
"2024-03-01","12:10:41",84210655,"4.3.3","osx","US",156
"2024-03-01","12:11:34",84210655,"4.3.3","osx","US",475
"2024-03-01","12:11:39",82730353,"4.3.3","win","IT",2016
"2024-03-01","12:10:57",35902146,"4.3.3","src","CN",2017
"2024-03-01","12:11:41",98234085,"4.3.2","osx","AU",2018
"2024-03-01","12:11:55",250953,"4.2.0","src","US",2019
"2024-03-01","12:11:47",82730822,"4.3.3","win","AU",2020
"2024-03-01","12:10:04",95839771,"4.3.2","osx",NA,4
"2024-03-01","12:11:56",82734960,"4.3.3","win","CN",2021
"2024-03-01","12:12:10",82731350,"4.3.3","win",NA,4
"2024-03-01","12:11:56",37631414,"4.2.0","src","US",2019
"2024-03-01","12:12:02",82729498,"4.3.3","win","ZM",2022
"2024-03-01","12:12:07",82638372,"4.3.3","win","US",2023
"2024-03-01","12:11:04",92946728,"4.2.3","osx","US",475
"2024-03-01","12:12:21",82638372,"4.3.3","win","US",2024
"2024-03-01","12:12:22",84210654,"4.3.3","osx","US",654
"2024-03-01","12:12:17",82638372,"4.3.3","win","US",1397
"2024-03-01","12:12:23",82638368,"4.3.3","win","US",2025
"2024-03-01","12:12:34",82730804,"4.3.3","win","PH",2026
"2024-03-01","12:12:26",82730289,"4.3.3","win",NA,4
"2024-03-01","12:11:48",82730930,"4.3.3","win","FR",2027
"2024-03-01","12:12:44",82730387,"4.3.3","win","CO",2028
"2024-03-01","12:12:46",82638373,"4.3.3","win","HK",2029
"2024-03-01","12:12:52",82731965,"4.3.3","win","ES",2030
"2024-03-01","12:12:52",1059867,"4.3.3","win","CN",2031
"2024-03-01","12:13:03",82730829,"4.3.3","win","DK",2032
"2024-03-01","12:12:56",82730721,"4.3.3","win","ES",1684
"2024-03-01","12:12:56",82730948,"4.3.3","win","GB",2033
"2024-03-01","12:13:08",6298798,"4.3.3","win","SG",2034
"2024-03-01","12:13:15",1065391,"4.3.3","win","KE",2035
"2024-03-01","12:13:17",82733269,"4.3.3","win","ES",2036
"2024-03-01","12:13:18",459649,"4.3.3","win","KE",2035
"2024-03-01","12:13:12",82730065,"4.3.3","win",NA,4
"2024-03-01","12:13:22",82730120,"4.3.3","win",NA,4
"2024-03-01","12:13:29",82730696,"4.3.3","win","PH",2037
"2024-03-01","12:13:35",82730693,"4.3.3","win","CO",2028
"2024-03-01","12:13:38",95842983,"4.3.2","osx","CH",2038
"2024-03-01","12:13:37",82729335,"4.3.3","win","CO",2028
"2024-03-01","12:13:39",82729273,"4.3.3","win",NA,4
"2024-03-01","12:13:53",82638374,"4.3.3","win","US",2039
"2024-03-01","12:13:55",82732487,"4.3.3","win","US",2040
"2024-03-01","12:13:53",82730902,"4.3.3","win","PH",2041
"2024-03-01","12:13:37",82730712,"4.3.3","win","AU",2042
"2024-03-01","12:13:41",82638373,"4.3.3","win","US",2043
"2024-03-01","12:13:52",92688892,"4.2.2","osx","US",521
"2024-03-01","12:14:09",82729246,"4.3.3","win","CO",2028
"2024-03-01","12:13:39",90635525,"4.1.3","win","US",2044
"2024-03-01","12:13:40",86429690,"3.6.3","win","US",2045
"2024-03-01","12:12:55",84210655,"4.3.3","osx","US",141
"2024-03-01","12:13:04",84210655,"4.3.3","osx","US",141
"2024-03-01","12:14:09",98228483,"4.3.2","osx","RU",2046
"2024-03-01","12:14:38",82729094,"4.3.3","win","TR",2013
"2024-03-01","12:14:42",82729291,"4.3.3","win","JP",2047
"2024-03-01","12:13:20",84210655,"4.3.3","osx","US",140
"2024-03-01","12:14:38",82593973,"4.3.2","win","US",71
"2024-03-01","12:14:51",93949534,"4.2.0","osx","US",2048
"2024-03-01","12:13:23",84210655,"4.3.3","osx","US",436
"2024-03-01","12:14:57",82730902,"4.3.3","win","HK",2049
"2024-03-01","12:14:52",82729902,"4.3.3","win","MX",2050
"2024-03-01","12:15:02",1032778,"4.3.3","win","CN",2051
"2024-03-01","12:15:01",82730586,"4.3.3","win","US",2052
"2024-03-01","12:15:16",82729254,"4.3.3","win","CO",2028
"2024-03-01","12:14:48",82638369,"4.3.3","win","HK",1508
"2024-03-01","12:15:13",14676,"4.1.2","osx","US",988
"2024-03-01","12:15:20",82731710,"4.3.3","win","CA",2053
"2024-03-01","12:15:36",82733078,"4.3.3","win","NL",2054
"2024-03-01","12:15:07",3276375,"4.3.3","win","CN",2055
"2024-03-01","12:15:44",82730712,"4.3.3","win","CN",2056
"2024-03-01","12:15:32",82731046,"4.3.3","win","CZ",2057
"2024-03-01","12:15:45",93050946,"4.2.3","osx",NA,4
"2024-03-01","12:15:53",84210645,"4.3.3","osx","US",212
"2024-03-01","12:15:53",12858123,"4.3.3","win",NA,4
"2024-03-01","12:14:21",84210655,"4.3.3","osx","US",782
"2024-03-01","12:15:51",84210652,"4.3.3","osx","US",522
"2024-03-01","14:56:00",82729750,"4.3.3","win","IT",2058
"2024-03-01","14:56:01",82730485,"4.3.3","win","BR",2059
"2024-03-01","14:56:15",82730587,"4.3.3","win","GE",2060
"2024-03-01","14:56:18",95838985,"4.3.2","osx","US",2061
"2024-03-01","14:56:13",82731021,"4.3.3","win","DE",1638
"2024-03-01","14:56:25",392,"4.3.2","osx","IT",2062
"2024-03-01","14:56:25",1040920,"4.3.2","osx","IT",2062
"2024-03-01","14:56:28",82731820,"4.3.3","win","US",2063
"2024-03-01","14:56:28",82730515,"4.3.3","win","US",2064
"2024-03-01","14:56:39",82732100,"4.3.3","win","CH",2065
"2024-03-01","14:56:30",82638351,"4.3.3","win","US",2066
"2024-03-01","14:56:43",95838420,"4.3.2","osx","IT",2062
"2024-03-01","14:56:52",95839571,"4.3.2","osx","IE",2067
"2024-03-01","14:56:44",389,"4.3.2","osx",NA,4
"2024-03-01","14:56:44",389,"4.3.2","osx",NA,4
"2024-03-01","14:56:45",390,"4.3.2","osx",NA,4
"2024-03-01","14:56:45",391,"4.3.2","osx",NA,4
"2024-03-01","14:56:47",391,"4.3.2","osx",NA,4
"2024-03-01","14:56:52",390,"4.3.2","osx",NA,4
"2024-03-01","14:56:52",390,"4.3.2","osx",NA,4
"2024-03-01","14:56:54",391,"4.3.2","osx",NA,4
"2024-03-01","14:56:51",391,"4.3.2","osx",NA,4
"2024-03-01","14:56:52",391,"4.3.2","osx",NA,4
"2024-03-01","14:56:59",55912201,"4.3.3","win","CN",2068
"2024-03-01","14:57:00",82638373,"4.3.3","win","FR",2069
"2024-03-01","14:56:40",4701337,"4.3.2","osx",NA,4
"2024-03-01","14:56:40",631943,"4.3.2","osx",NA,4
"2024-03-01","14:56:40",389,"4.3.2","osx",NA,4
"2024-03-01","14:56:41",389,"4.3.2","osx",NA,4
"2024-03-01","14:56:42",388,"4.3.2","osx",NA,4
"2024-03-01","14:56:42",390,"4.3.2","osx",NA,4
"2024-03-01","14:56:43",390,"4.3.2","osx",NA,4
"2024-03-01","14:56:16",66828090,"4.3.3","win","ES",2070
"2024-03-01","14:57:18",82731062,"4.3.3","win","MY",2071
"2024-03-01","14:56:53",84210654,"4.3.3","osx","US",274
"2024-03-01","14:57:17",29190806,"4.3.3","win",NA,4
"2024-03-01","14:57:18",82729327,"4.3.3","win",NA,4
"2024-03-01","14:57:16",84210654,"4.3.3","osx","US",81
"2024-03-01","14:57:29",82730521,"4.3.3","win","US",2072
"2024-03-01","14:57:33",82731528,"4.3.3","win","CN",2073
"2024-03-01","14:57:34",387,"4.3.2","osx",NA,4
"2024-03-01","14:57:51",82690536,"4.3.2","win","UA",2074
"2024-03-01","14:57:58",82731262,"4.3.3","win",NA,4
"2024-03-01","14:57:43",22480883,"4.3.3","win","CN",2075
"2024-03-01","14:57:50",95839848,"4.3.2","osx","CN",2076
"2024-03-01","14:57:50",95839527,"4.3.2","osx","US",2077
"2024-03-01","14:57:56",82730046,"4.3.3","win","TR",2078
"2024-03-01","14:58:06",82730659,"4.3.3","win","PL",2079
"2024-03-01","14:58:02",82731791,"4.3.3","win",NA,4
"2024-03-01","14:57:50",98117415,"4.3.2","osx","FR",2080
"2024-03-01","14:57:07",82730946,"4.3.3","win",NA,4
"2024-03-01","14:57:20",82730443,"4.3.3","win","PT",2081
"2024-03-01","14:58:21",95838959,"4.3.2","osx","GB",2082
"2024-03-01","14:58:30",82730953,"4.3.3","win",NA,4
"2024-03-01","14:58:39",82730137,"4.3.3","win","US",2083
"2024-03-01","14:58:45",82730227,"4.3.3","win","RU",2084
"2024-03-01","14:58:31",84210654,"4.3.3","osx","US",640
"2024-03-01","14:58:37",82732307,"4.3.3","win","JP",2085
"2024-03-01","14:58:49",82731593,"4.3.3","win","BR",2086
"2024-03-01","14:58:58",53197775,"4.3.3","win","PT",2087
"2024-03-01","14:59:01",98228077,"4.3.2","osx","NZ",2088
"2024-03-01","14:59:13",82729885,"4.3.3","win","US",2089
"2024-03-01","14:59:26",84210654,"4.3.3","osx","US",37
"2024-03-01","14:59:25",82729354,"4.3.3","win",NA,4
"2024-03-01","14:59:53",82730182,"4.3.3","win","NO",2090
"2024-03-01","14:59:54",28013768,"4.3.2","win","ID",2091
"2024-03-01","14:59:47",82733998,"4.3.3","win","HK",2092
"2024-03-01","14:59:52",82730930,"4.3.3","win","EC",2093
"2024-03-01","14:59:59",5442714,"4.3.3","win",NA,4
"2024-03-01","14:59:29",82730943,"4.3.3","win",NA,4
"2024-03-01","14:59:54",82731793,"4.3.3","win","US",2094
"2024-03-01","16:16:03",82730757,"4.3.3","win","MX",2095
